x0,x1,x2,x3,x4,x5,x6,y
3.29892456669,3.27514191602,3.14183390039,3.13870460425,1.0858282356,1.11496732297,1.14413594218,0
3.29829870746,3.29892456669,3.27514191602,3.14183390039,1.05673145035,1.0858282356,1.11496732297,0
3.26450230914,3.29829870746,3.29892456669,3.27514191602,1.02768513242,1.05673145035,1.0858282356,0
3.2526109838,3.26450230914,3.29829870746,3.29892456669,0.998698461541,1.02768513242,1.05673145035,0
3.2438489546,3.2526109838,3.26450230914,3.29829870746,0.96978365567,0.998698461541,1.02768513242,1
3.27326433833,3.2438489546,3.2526109838,3.26450230914,0.940961046526,0.96978365567,0.998698461541,0
3.23195762927,3.27326433833,3.2438489546,3.2526109838,0.912282814241,0.940961046526,0.96978365567,0
3.14684077422,3.23195762927,3.27326433833,3.2438489546,0.88379731509,0.912282814241,0.940961046526,0
3.12055468663,3.14684077422,3.23195762927,3.27326433833,0.855553816353,0.88379731509,0.912282814241,0
3.00977760322,3.12055468663,3.14684077422,3.23195762927,0.827593264437,0.855553816353,0.88379731509,1
3.04983259383,3.00977760322,3.12055468663,3.14684077422,0.799950979406,0.827593264437,0.855553816353,0
2.91840215589,3.04983259383,3.00977760322,3.12055468663,0.772646092387,0.799950979406,0.827593264437,1
2.92340902972,2.91840215589,3.04983259383,3.00977760322,0.745693409915,0.772646092387,0.799950979406,0
2.86395240303,2.92340902972,2.91840215589,3.04983259383,0.719097991664,0.745693409915,0.772646092387,1
2.94155894734,2.86395240303,2.92340902972,2.91840215589,0.692867036486,0.719097991664,0.745693409915,1
3.06610493377,2.94155894734,2.86395240303,2.92340902972,0.667029462981,0.692867036486,0.719097991664,0
3.0623497784,3.06610493377,2.94155894734,2.86395240303,0.641612727744,0.667029462981,0.692867036486,1
3.15372522573,3.0623497784,3.06610493377,2.94155894734,0.616638037811,0.641612727744,0.667029462981,0
3.14308561885,3.15372522573,3.0623497784,3.06610493377,0.592122558545,0.616638037811,0.641612727744,0
3.06172391917,3.14308561885,3.15372522573,3.0623497784,0.568079931679,0.592122558545,0.616638037811,0
2.9960087002,3.06172391917,3.14308561885,3.15372522573,0.544516092481,0.568079931679,0.592122558545,1
2.99726041866,2.9960087002,3.06172391917,3.14308561885,0.521442702407,0.544516092481,0.568079931679,0
2.97097433107,2.99726041866,2.9960087002,3.06172391917,0.498864479462,0.521442702407,0.544516092481,0
2.92716418509,2.97097433107,2.99726041866,2.9960087002,0.476782377255,0.498864479462,0.521442702407,0
2.88335403911,2.92716418509,2.97097433107,2.99726041866,0.455195154973,0.476782377255,0.498864479462,0
2.75192360117,2.88335403911,2.92716418509,2.97097433107,0.434085971364,0.455195154973,0.476782377255,0
2.73377368355,2.75192360117,2.88335403911,2.92716418509,0.413433817202,0.434085971364,0.455195154973,1
2.75943391191,2.73377368355,2.75192360117,2.88335403911,0.393212426402,0.413433817202,0.434085971364,0
2.70248072213,2.75943391191,2.73377368355,2.75192360117,0.373405273377,0.393212426402,0.413433817202,0
2.67369119763,2.70248072213,2.75943391191,2.73377368355,0.353993881394,0.373405273377,0.393212426402,1
2.69997728522,2.67369119763,2.70248072213,2.75943391191,0.334952716246,0.353993881394,0.373405273377,1
2.7193789213,2.69997728522,2.67369119763,2.70248072213,0.316250991015,0.334952716246,0.353993881394,1
2.74629086811,2.7193789213,2.69997728522,2.67369119763,0.29784747718,0.316250991015,0.334952716246,0
2.7018548629,2.74629086811,2.7193789213,2.69997728522,0.279697556963,0.29784747718,0.316250991015,1
2.71562376593,2.7018548629,2.74629086811,2.7193789213,0.261750364594,0.279697556963,0.29784747718,0
2.58982606104,2.71562376593,2.7018548629,2.74629086811,0.24395229411,0.261750364594,0.279697556963,1
2.70060314445,2.58982606104,2.71562376593,2.7018548629,0.226249567734,0.24395229411,0.261750364594,0
2.64177237699,2.70060314445,2.58982606104,2.71562376593,0.208586652032,0.226249567734,0.24395229411,0
