x0,x1,x2,x3,x4,x5,x6,y
2.52125195795,2.59635600139,2.6714730829,2.74659477222,-0.192599016637,-0.176276332077,-0.159936101113,0
2.44617332329,2.52125195795,2.59635600139,2.6714730829,-0.208884055767,-0.192599016637,-0.176276332077,0
2.37113778089,2.44617332329,2.52125195795,2.59635600139,-0.225108782306,-0.208884055767,-0.192599016637,0
2.29616716502,2.37113778089,2.44617332329,2.52125195795,-0.241247541318,-0.225108782306,-0.208884055767,0
2.22128690058,2.29616716502,2.37113778089,2.44617332329,-0.257277904639,-0.241247541318,-0.225108782306,0
2.14652641595,2.22128690058,2.29616716502,2.37113778089,-0.273174574095,-0.257277904639,-0.241247541318,0
2.07191857662,2.14652641595,2.22128690058,2.29616716502,-0.28889727327,-0.273174574095,-0.257277904639,0
1.99749996599,2.07191857662,2.14652641595,2.22128690058,-0.304386735942,-0.28889727327,-0.273174574095,0
1.92331132052,1.99749996599,2.07191857662,2.14652641595,-0.319580006317,-0.304386735942,-0.28889727327,0
1.84939730102,1.92331132052,1.99749996599,2.07191857662,-0.334419481695,-0.319580006317,-0.304386735942,0
1.77580761712,1.84939730102,1.92331132052,1.99749996599,-0.348856335734,-0.334419481695,-0.319580006317,0
1.70259702049,1.77580761712,1.84939730102,1.92331132052,-0.362839843575,-0.348856335734,-0.334419481695,0
1.62982539591,1.70259702049,1.77580761712,1.84939730102,-0.37632047335,-0.362839843575,-0.348856335734,0
1.55755640923,1.62982539591,1.70259702049,1.77580761712,-0.389256376507,-0.37632047335,-0.362839843575,0
1.48585573038,1.55755640923,1.62982539591,1.70259702049,-0.401615540987,-0.389256376507,-0.37632047335,0
1.41479102389,1.48585573038,1.55755640923,1.62982539591,-0.413367727536,-0.401615540987,-0.389256376507,0
1.34443221617,1.41479102389,1.48585573038,1.55755640923,-0.4244895318,-0.413367727536,-0.401615540987,0
1.27485052829,1.34443221617,1.41479102389,1.48585573038,-0.434960356368,-0.4244895318,-0.413367727536,0
1.20611815072,1.27485052829,1.34443221617,1.41479102389,-0.444762273031,-0.434960356368,-0.4244895318,0
1.13830821319,1.20611815072,1.27485052829,1.34443221617,-0.453877532479,-0.444762273031,-0.434960356368,0
1.07149383463,1.13830821319,1.20611815072,1.27485052829,-0.462298274502,-0.453877532479,-0.444762273031,0
1.00574601185,1.07149383463,1.13830821319,1.20611815072,-0.470030242036,-0.462298274502,-0.453877532479,0
0.941131088945,1.00574601185,1.07149383463,1.13830821319,-0.477083867896,-0.470030242036,-0.462298274502,0
0.877708594995,0.941131088945,1.00574601185,1.07149383463,-0.483483283035,-0.477083867896,-0.470030242036,0
0.815531717481,0.877708594995,0.941131088945,1.00574601185,-0.489250729795,-0.483483283035,-0.477083867896,0
0.754646627448,0.815531717481,0.877708594995,0.941131088945,-0.494415390245,-0.489250729795,-0.483483283035,0
0.695090615746,0.754646627448,0.815531717481,0.877708594995,-0.499020281692,-0.494415390245,-0.489250729795,0
0.636891724778,0.695090615746,0.754646627448,0.815531717481,-0.503114925999,-0.499020281692,-0.494415390245,0
0.58006892701,0.636891724778,0.695090615746,0.754646627448,-0.506753656441,-0.503114925999,-0.499020281692,0
0.524632172583,0.58006892701,0.636891724778,0.695090615746,-0.509994860719,-0.506753656441,-0.503114925999,0
0.470585301749,0.524632172583,0.58006892701,0.636891724778,-0.512903427306,-0.509994860719,-0.506753656441,0
0.417926718521,0.470585301749,0.524632172583,0.58006892701,-0.51554200379,-0.512903427306,-0.509994860719,0
0.36665013388,0.417926718521,0.470585301749,0.524632172583,-0.517974559994,-0.51554200379,-0.512903427306,0
0.316743837977,0.36665013388,0.417926718521,0.470585301749,-0.520257375398,-0.517974559994,-0.51554200379,0
0.268191532366,0.316743837977,0.36665013388,0.417926718521,-0.522443037252,-0.520257375398,-0.517974559994,0
0.220971345112,0.268191532366,0.316743837977,0.36665013388,-0.524584358533,-0.522443037252,-0.520257375398,0
0.175054534339,0.220971345112,0.268191532366,0.316743837977,-0.52673455939,-0.524584358533,-0.522443037252,0
0.130408135893,0.175054534339,0.220971345112,0.268191532366,-0.52894320916,-0.52673455939,-0.524584358533,0
0.0869953126113,0.130408135893,0.175054534339,0.220971345112,-0.531253708621,-0.52894320916,-0.52673455939,0
0.0447771591295,0.0869953126113,0.130408135893,0.175054534339,-0.533699821568,-0.531253708621,-0.52894320916,0
0.00371455236127,0.0447771591295,0.0869953126113,0.130408135893,-0.536304912215,-0.533699821568,-0.531253708621,0
-0.0362306545873,0.00371455236127,0.0447771591295,0.0869953126113,-0.539089178139,-0.536304912215,-0.533699821568,0
-0.0750944424036,-0.0362306545873,0.00371455236127,0.0447771591295,-0.542063510902,-0.539089178139,-0.536304912215,0
-0.112909594723,-0.0750944424036,-0.0362306545873,0.00371455236127,-0.545234352518,-0.542063510902,-0.539089178139,0
