date,wti,sentiment
2014/06/10,3.13870460425,2.24706588464
2014/06/11,3.14183390039,2.82395737923
2014/06/12,3.27514191602,0.0164187722498
2014/06/13,3.29892456669,0.489013499452
2014/06/16,3.29829870746,1.18821440724
2014/06/17,3.26450230914,1.42143675863
2014/06/23,3.2526109838,2.05024408061
2014/06/24,3.2438489546,5.09733719492
2014/06/25,3.27326433833,0.445389370787
2014/06/26,3.23195762927,1.03034927788
2014/07/02,3.14684077422,-0.194588387031
2014/07/03,3.12055468663,0.126380249621
2014/07/09,3.00977760322,-1.27049302336
2014/07/10,3.04983259383,0.239483483489
2014/07/11,2.91840215589,-0.490546480567
2014/07/14,2.92340902972,1.02293027418
2014/07/15,2.86395240303,3.53397768025
2014/07/16,2.94155894734,0.503391029181
2014/07/17,3.06610493377,-0.14291316435
2014/07/18,3.0623497784,0.117811822813
2014/07/21,3.15372522573,0.159975269582
2014/07/22,3.14308561885,-0.406634990446
2014/07/23,3.06172391917,1.31019409744
2014/07/24,2.9960087002,-0.355355746482
2014/07/25,2.99726041866,0.0335775961912
2014/07/28,2.97097433107,0.214466880359
2014/07/29,2.92716418509,-1.54503420643
2014/07/30,2.88335403911,-0.0849742783136
2014/07/31,2.75192360117,-0.247203159215
2014/08/01,2.73377368355,1.67580259976
2014/08/04,2.75943391191,0.140343611827
2014/08/05,2.70248072213,-0.541243005849
2014/08/06,2.67369119763,-0.32675770658
2014/08/07,2.69997728522,-1.0182789847
2014/08/08,2.7193789213,-0.122996672275
2014/08/11,2.74629086811,-0.511892385949
2014/08/12,2.7018548629,-0.0754314029664
2014/08/13,2.71562376593,0.239483483489
2014/08/14,2.58982606104,0.0164187722498
2014/08/15,2.70060314445,1.01433984885
2014/08/18,2.64177237699,3.08355855179
2014/08/19,2.52098154593,-0.355355746482
2014/08/20,2.62049316323,1.68940410654
2014/08/21,2.48843686606,1.86310203743
2014/08/22,2.46903522998,-1.24128651453
2014/08/25,2.45025945313,2.50444824377
2014/08/26,2.48217827377,-1.09890478395
2014/08/27,2.48342999223,1.13174232845
2014/08/28,2.52536256053,1.5373145307
2014/08/29,2.61360871171,1.33452842957
2014/09/02,2.4208440694,0.406782016919
2014/09/03,2.58732262413,1.29107426505
2014/09/04,2.51910396824,0.140343611827
2014/09/05,2.44650429776,-1.9911636289
2014/09/08,2.40707516638,-1.64742456568
2014/09/09,2.41270789943,0.0883751307141
2014/09/10,2.34511510278,-1.24128651453
2014/09/11,2.41771477326,-0.662473827174
2014/09/12,2.38266665648,-0.464931394109
2014/09/15,2.42334750631,1.94288673295
2014/09/16,2.54601591506,-1.7980628341
2014/09/17,2.51722639056,-1.42375630517
2014/09/18,2.43273539474,-1.32966138178
2014/09/19,2.39142868567,4.01846212096
2014/09/22,2.33572721435,-1.65656656205
2014/09/23,2.33823065127,0.646819043144
2014/09/24,2.41583719558,0.102212891957
2014/09/25,2.39893899641,0.167138171736
2014/09/26,2.46215077847,-0.235428482375
2014/09/29,2.52661427898,3.68105331404
2014/09/30,2.31319628214,-1.65656656205
2014/10/01,2.28628433532,-1.22057644462
2014/10/02,2.30380839371,-0.0422824675501
2014/10/03,2.22432427172,-0.14291316435
2014/10/06,2.26187582542,-1.45111222275
2014/10/07,2.1686228004,-1.75300431314
2014/10/08,2.07224047924,-1.84245382141
2014/10/09,1.97585815809,0.609675982993
2014/10/10,1.97898745423,-0.0849742783136
2014/10/13,1.9739805804,-1.22057644462
2014/10/14,1.72989548137,-1.04266998279
2014/10/15,1.726140326,-0.570593625748
2014/10/16,1.783719375,-0.69085958046
2014/10/17,1.78684867114,-1.4860418861
2014/10/20,1.78434523423,-0.0422824675501
2014/10/21,1.79060382651,-1.00465208906
2014/10/22,1.64728206323,-1.32196949519
2014/10/23,1.74554196208,-0.244614400477
2014/10/24,1.67794916542,1.42916194343
2014/10/27,1.67732330619,-1.32196949519
2014/10/28,1.70360939378,-0.922801064547
2014/10/29,1.75242641359,-1.09890478395
2014/10/30,1.68483361693,-0.32675770658
2014/10/31,1.64853378169,-0.282814376974
2014/11/03,1.53838255751,-1.93539745109
2014/11/04,1.43887094021,-0.620908974148
2014/11/05,1.53212396523,-0.348101609532
2014/11/06,1.48393280465,-0.329035426572
2014/11/07,1.53024638754,-0.429710650229
2014/11/10,1.45201398401,-0.83122713046
2014/11/11,1.48581038234,-0.722953023431
2014/11/12,1.43824508099,0.306965244872
2014/11/13,1.25236489018,-0.962334552576
2014/11/14,1.35312822594,-0.727130265215
2014/11/17,1.34186275983,-0.627641309498
2014/11/18,1.27739925932,0.113021599952
2014/11/19,1.27552168163,-0.667166633161
2014/11/20,1.33810760446,-0.705261175877
2014/11/21,1.39631251269,0.239483483489
2014/11/24,1.35062478903,-2.1197093947
2014/11/25,1.24485457944,-2.74032435722
2014/11/26,1.21982021031,0.194495642567
2014/11/28,0.747922352182,-0.956523053369
2014/12/01,0.926292232245,-1.36658243743
2014/12/02,0.793610075847,-1.69854110448
2014/12/03,0.824903037262,-1.17325968769
2014/12/04,0.789229061249,-0.687093009351
2014/12/05,0.728520716105,-1.29010310787
2014/12/08,0.553905991412,-0.838179796784
2014/12/09,0.602097151991,-0.320772070321
2014/12/10,0.421849694243,-0.422191615019
2014/12/11,0.359889630642,-0.584140065702
2014/12/12,0.225955755788,-0.875840072708
2014/12/15,0.107042502413,-1.76809891766
2014/12/16,0.10829422087,-2.60117732903
2014/12/17,0.142090619197,-1.32966138178
2014/12/18,-0.00561215867913,-0.464931394109
2014/12/19,0.145219915339,-0.827609864872
