date,wti,senti
2014/06/10,3.13870460425,1.17331284652363
2014/06/11,3.14183390039,1.14413594218041
2014/06/12,3.27514191602,1.11496732296865
2014/06/13,3.29892456669,1.08582823560499
2014/06/16,3.29829870746,1.0567314503512
2014/06/17,3.26450230914,1.02768513241705
2014/06/23,3.2526109838,0.998698461541319
2014/06/24,3.2438489546,0.969783655669772
2014/06/25,3.27326433833,0.940961046526111
2014/06/26,3.23195762927,0.912282814241003
2014/07/02,3.14684077422,0.883797315089522
2014/07/03,3.12055468663,0.855553816353414
2014/07/09,3.00977760322,0.827593264437153
2014/07/10,3.04983259383,0.799950979405921
2014/07/11,2.91840215589,0.772646092387492
2014/07/14,2.92340902972,0.745693409914777
2014/07/15,2.86395240303,0.719097991664428
2014/07/16,2.94155894734,0.69286703648637
2014/07/17,3.06610493377,0.667029462981312
2014/07/18,3.0623497784,0.641612727743684
2014/07/21,3.15372522573,0.616638037810569
2014/07/22,3.14308561885,0.592122558545444
2014/07/23,3.06172391917,0.568079931679325
2014/07/24,2.9960087002,0.544516092480623
2014/07/25,2.99726041866,0.521442702407269
2014/07/28,2.97097433107,0.498864479461738
2014/07/29,2.92716418509,0.476782377255233
2014/07/30,2.88335403911,0.455195154972975
2014/07/31,2.75192360117,0.434085971363638
2014/08/01,2.73377368355,0.413433817201863
2014/08/04,2.75943391191,0.393212426401689
2014/08/05,2.70248072213,0.373405273377057
2014/08/06,2.67369119763,0.353993881393608
2014/08/07,2.69997728522,0.334952716245765
2014/08/08,2.7193789213,0.316250991014955
2014/08/11,2.74629086811,0.297847477180104
2014/08/12,2.7018548629,0.279697556963405
2014/08/13,2.71562376593,0.261750364594294
2014/08/14,2.58982606104,0.243952294109645
2014/08/15,2.70060314445,0.226249567733936
2014/08/18,2.64177237699,0.208586652031772
2014/08/19,2.52098154593,0.190914094511285
2014/08/20,2.62049316323,0.173204626105762
2014/08/21,2.48843686606,0.15542676270341
2014/08/22,2.46903522998,0.137560719262517
2014/08/25,2.45025945313,0.119599887248096
2014/08/26,2.48217827377,0.101527018871837
2014/08/27,2.48342999223,0.0833432679531161
2014/08/28,2.52536256053,0.0650405257202318
2014/08/29,2.61360871171,0.0466187729003973
